Unnamed: 0,InvoiceNo,date,sales
12793,537396,2018-06-12,3.75
12794,537396,2018-06-12,1.25
12795,537396,2018-06-12,1.65
12796,537396,2018-06-12,5.1
12797,537396,2018-06-12,13.52
12798,537396,2018-06-12,19.9
12799,537396,2018-06-12,2.95
12800,537396,2018-06-12,2.95
12801,537396,2018-06-12,9.95
12802,537396,2018-06-12,4.95
12803,537396,2018-06-12,1.95
12804,537396,2018-06-12,1.65
12805,537396,2018-06-12,2.1
12806,537396,2018-06-12,1.25
12807,537396,2018-06-12,4.65
12808,537396,2018-06-12,4.65
12809,537396,2018-06-12,7.5
12810,537396,2018-06-12,76.5
12811,537396,2018-06-12,20.25
12812,537396,2018-06-12,27.0
12813,537397,2018-06-12,30.6
12814,537397,2018-06-12,10.2
12815,537397,2018-06-12,45.0
12816,537397,2018-06-12,25.2
12817,537397,2018-06-12,25.2
12818,537397,2018-06-12,35.4
12819,537397,2018-06-12,15.0
12820,537397,2018-06-12,37.2
12821,537397,2018-06-12,10.2
12822,537397,2018-06-12,10.2
12823,C537398,2018-06-12,-4.95
12824,537399,2018-06-12,5.04
12825,537399,2018-06-12,5.04
12826,537399,2018-06-12,5.0
12827,537399,2018-06-12,5.9
12828,537399,2018-06-12,4.95
12829,537399,2018-06-12,8.25
12830,537399,2018-06-12,2.1
12831,537399,2018-06-12,4.25
12832,537399,2018-06-12,4.95
12833,537399,2018-06-12,9.9
12834,537399,2018-06-12,15.3
12835,537399,2018-06-12,19.8
12836,537399,2018-06-12,5.1
12837,537399,2018-06-12,5.1
12838,537399,2018-06-12,3.75
12839,537399,2018-06-12,8.25
12840,537399,2018-06-12,1.25
12841,537399,2018-06-12,5.85
12842,537399,2018-06-12,7.5
12843,537399,2018-06-12,5.9
12844,537399,2018-06-12,11.9
12845,537399,2018-06-12,1.95
12846,537399,2018-06-12,1.95
12847,537399,2018-06-12,9.95
12848,537399,2018-06-12,4.95
12849,537399,2018-06-12,19.8
12850,537399,2018-06-12,3.75
12851,537399,2018-06-12,6.35
12852,537399,2018-06-12,44.85
12853,537399,2018-06-12,4.25
12854,537399,2018-06-12,4.25
12855,537399,2018-06-12,8.5
12856,537399,2018-06-12,3.3
12857,537399,2018-06-12,3.3
12858,537399,2018-06-12,1.25
12859,537399,2018-06-12,5.0
12860,537399,2018-06-12,4.25
12861,537399,2018-06-12,9.95
12862,537399,2018-06-12,5.04
12863,537399,2018-06-12,25.5
12864,537399,2018-06-12,5.04
12865,537399,2018-06-12,3.48
12866,537399,2018-06-12,2.5
12867,537399,2018-06-12,1.25
12868,537399,2018-06-12,2.5
12869,537399,2018-06-12,3.75
12870,537399,2018-06-12,25.5
12871,537399,2018-06-12,8.85
12872,537399,2018-06-12,6.3
12873,537399,2018-06-12,2.1
12874,537399,2018-06-12,1.25
12875,537399,2018-06-12,2.1
12876,537399,2018-06-12,15.3
12877,537399,2018-06-12,1.65
12878,537399,2018-06-12,8.85
12879,537399,2018-06-12,8.5
12880,537399,2018-06-12,3.9
12881,537399,2018-06-12,3.9
12882,537399,2018-06-12,3.9
12883,537399,2018-06-12,3.9
12884,537400,2018-06-12,6.75
12885,537400,2018-06-12,7.5
12886,537400,2018-06-12,17.7
12887,537400,2018-06-12,13.0
12888,537400,2018-06-12,9.9
12889,537400,2018-06-12,2.1
12890,537400,2018-06-12,1.14
12891,537400,2018-06-12,2.1
12892,537400,2018-06-12,5.8
12893,537400,2018-06-12,4.2
12894,537400,2018-06-12,5.9
12895,537400,2018-06-12,2.95
12896,537400,2018-06-12,17.7
12897,537400,2018-06-12,8.85
12898,537400,2018-06-12,8.5
12899,537400,2018-06-12,5.9
12900,537400,2018-06-12,5.0
12901,537400,2018-06-12,7.5
12902,537400,2018-06-12,7.5
12903,537400,2018-06-12,2.5
12904,537400,2018-06-12,5.0
12905,537400,2018-06-12,2.1
12906,537400,2018-06-12,23.6
12907,537400,2018-06-12,5.07
12908,537400,2018-06-12,3.9
12909,537400,2018-06-12,12.75
12910,537400,2018-06-12,15.0
12911,537400,2018-06-12,2.5
12912,537400,2018-06-12,2.5
12913,537400,2018-06-12,2.5
12914,537400,2018-06-12,26.0
12915,537400,2018-06-12,1.45
12916,537400,2018-06-12,1.45
12917,537400,2018-06-12,8.4
12918,537400,2018-06-12,8.5
12919,537400,2018-06-12,2.5
12920,537400,2018-06-12,1.7
12921,537400,2018-06-12,7.5
12922,537400,2018-06-12,5.9
12923,537400,2018-06-12,5.9
12924,537400,2018-06-12,3.8
12925,537400,2018-06-12,10.2
12926,537400,2018-06-12,12.75
12927,537400,2018-06-12,3.35
12928,537400,2018-06-12,3.35
12929,537400,2018-06-12,3.35
12930,537400,2018-06-12,18.75
12931,537400,2018-06-12,10.08
12932,537400,2018-06-12,25.92
12933,537400,2018-06-12,44.55
12934,537401,2018-06-12,-0.0
12935,537403,2018-06-12,6.6
12936,537403,2018-06-12,0.85
12937,537403,2018-06-12,2.1
12938,537403,2018-06-12,1.3
12939,537403,2018-06-12,2.5
12940,537403,2018-06-12,1.65
12941,537403,2018-06-12,1.3
12942,537403,2018-06-12,1.25
12943,537403,2018-06-12,6.3
12944,537403,2018-06-12,3.3
12945,537403,2018-06-12,3.3
12946,C537402,2018-06-12,-23.8
12947,C537402,2018-06-12,-23.8
12948,C537402,2018-06-12,-59.8
12949,C537402,2018-06-12,-59.8
12950,C537402,2018-06-12,-15.3
12951,C537402,2018-06-12,-10.2
12952,537404,2018-06-12,7.95
12953,537404,2018-06-12,2.95
12954,537404,2018-06-12,10.5
12955,537404,2018-06-12,16.95
12956,537404,2018-06-12,3.9
12957,537404,2018-06-12,5.85
12958,537404,2018-06-12,1.25
12959,537404,2018-06-12,2.1
12960,537404,2018-06-12,1.65
12961,537404,2018-06-12,2.1
12962,537404,2018-06-12,1.65
12963,537405,2018-06-12,127.5
12964,537405,2018-06-12,5.9
12965,537405,2018-06-12,19.35
12966,537405,2018-06-12,1.65
12967,537405,2018-06-12,1.65
12968,537405,2018-06-12,1.65
12969,537405,2018-06-12,5.95
12970,537405,2018-06-12,2.95
12971,537405,2018-06-12,2.95
12972,537405,2018-06-12,2.5
12973,537405,2018-06-12,12.75
12974,537405,2018-06-12,2.95
12975,537405,2018-06-12,4.65
12976,537405,2018-06-12,1.95
12977,537405,2018-06-12,1.95
12978,537405,2018-06-12,1.95
12979,537405,2018-06-12,5.1
12980,537405,2018-06-12,4.95
12981,537405,2018-06-12,3.9
12982,537405,2018-06-12,9.95
12983,537405,2018-06-12,21.25
12984,537405,2018-06-12,0.85
12985,537405,2018-06-12,7.5
12986,537405,2018-06-12,19.9
12987,537405,2018-06-12,1.26
12988,537405,2018-06-12,1.65
12989,537405,2018-06-12,3.75
12990,537405,2018-06-12,3.95
12991,537405,2018-06-12,9.95
12992,537405,2018-06-12,3.45
12993,537405,2018-06-12,5.95
12994,537405,2018-06-12,5.45
12995,537405,2018-06-12,2.95
12996,537405,2018-06-12,2.55
12997,537405,2018-06-12,1.25
12998,537405,2018-06-12,4.95
12999,537405,2018-06-12,14.95
13000,537405,2018-06-12,16.95
13001,537405,2018-06-12,2.95
13002,537405,2018-06-12,9.95
13003,537405,2018-06-12,7.5
13004,537405,2018-06-12,1.25
13005,537405,2018-06-12,9.95
13006,537405,2018-06-12,19.9
13007,537405,2018-06-12,1.65
13008,537405,2018-06-12,2.88
13009,C537406,2018-06-12,-23.8
13010,C537406,2018-06-12,-23.8
13011,C537406,2018-06-12,-59.8
13012,C537406,2018-06-12,-59.8
13013,537407,2018-06-12,15.3
13014,537407,2018-06-12,23.8
13015,537407,2018-06-12,23.8
13016,537407,2018-06-12,59.8
13017,537407,2018-06-12,59.8
13018,537407,2018-06-12,10.2
13019,C537408,2018-06-12,-15.3
13020,C537408,2018-06-12,-10.2
13021,537409,2018-06-12,17.7
13022,537409,2018-06-12,20.4
13023,537409,2018-06-12,20.16
13024,537409,2018-06-12,51.0
13025,537409,2018-06-12,10.2
13026,537409,2018-06-12,10.2
13027,537409,2018-06-12,10.5
13028,537409,2018-06-12,25.5
13029,537409,2018-06-12,17.4
13030,537409,2018-06-12,47.4
13031,537409,2018-06-12,50.4
13032,537409,2018-06-12,25.2
13033,537409,2018-06-12,25.2
13034,537409,2018-06-12,23.4
13035,537409,2018-06-12,11.9
13036,537409,2018-06-12,39.6
13037,537410,2018-06-12,151.2
13038,537411,2018-06-12,4.65
13039,537411,2018-06-12,2.1
13040,537411,2018-06-12,2.9
13041,537412,2018-06-12,177.6
13042,C537413,2018-06-12,-151.2
13043,537415,2018-06-12,25.5
13044,537415,2018-06-12,12.6
13045,537415,2018-06-12,17.4
13046,537415,2018-06-12,33.9
13047,537415,2018-06-12,15.0
13048,537415,2018-06-12,25.2
13049,537415,2018-06-12,25.5
13050,537415,2018-06-12,40.5
13051,537415,2018-06-12,31.8
13052,C537414,2018-06-12,-4.41
13053,C537414,2018-06-12,-17.7
13054,C537416,2018-06-12,-7.95
13055,C537417,2018-06-12,-4.25
13056,537418,2018-06-12,0.55
13057,537418,2018-06-12,9.95
13058,537418,2018-06-12,5.04
13059,537418,2018-06-12,5.1
13060,537418,2018-06-12,3.75
13061,537418,2018-06-12,1.25
13062,537418,2018-06-12,8.5
13063,537418,2018-06-12,6.6
13064,537418,2018-06-12,2.95
13065,537418,2018-06-12,0.42
13066,537418,2018-06-12,2.55
13067,537418,2018-06-12,1.25
13068,537418,2018-06-12,2.5
13069,537418,2018-06-12,2.95
13070,537418,2018-06-12,2.25
13071,537418,2018-06-12,2.25
13072,537418,2018-06-12,1.7
13073,537418,2018-06-12,0.85
13074,537418,2018-06-12,2.1
13075,537418,2018-06-12,2.1
13076,537418,2018-06-12,2.55
13077,537418,2018-06-12,3.75
13078,537418,2018-06-12,3.75
13079,537418,2018-06-12,3.75
13080,537418,2018-06-12,15.0
13081,537418,2018-06-12,8.85
13082,537418,2018-06-12,3.75
13083,537418,2018-06-12,2.1
13084,537418,2018-06-12,2.95
13085,537418,2018-06-12,2.1
13086,537418,2018-06-12,4.2
13087,537418,2018-06-12,5.95
13088,537418,2018-06-12,2.1
13089,537418,2018-06-12,3.75
13090,537418,2018-06-12,4.2
13091,537418,2018-06-12,3.75
13092,537419,2018-06-12,31.6
13093,537419,2018-06-12,29.7
13094,537419,2018-06-12,15.0
13095,537419,2018-06-12,10.2
13096,537419,2018-06-12,25.2
13097,537419,2018-06-12,102.0
13098,537419,2018-06-12,10.2
13099,537419,2018-06-12,47.2
13100,537419,2018-06-12,23.4
13101,537419,2018-06-12,30.0
13102,537419,2018-06-12,29.7
13103,537419,2018-06-12,44.55
13104,537419,2018-06-12,30.6
13105,537419,2018-06-12,81.6
13106,537420,2018-06-12,15.0
13107,537420,2018-06-12,30.6
13108,537420,2018-06-12,30.6
13109,537420,2018-06-12,23.25
13110,537420,2018-06-12,23.25
13111,537420,2018-06-12,9.9
13112,537420,2018-06-12,13.2
13113,537420,2018-06-12,23.4
13114,537420,2018-06-12,15.0
13115,537420,2018-06-12,17.85
13116,537420,2018-06-12,17.0
13117,537420,2018-06-12,17.0
13118,537420,2018-06-12,14.85
13119,537420,2018-06-12,15.0
13120,537420,2018-06-12,17.0
13121,537420,2018-06-12,11.9
13122,537420,2018-06-12,15.0
13123,537420,2018-06-12,25.5
13124,537421,2018-06-12,0.84
13125,537421,2018-06-12,0.84
13126,537421,2018-06-12,0.84
13127,537421,2018-06-12,0.84
13128,537421,2018-06-12,0.84
13129,537421,2018-06-12,0.84
13130,537421,2018-06-12,0.84
13131,537421,2018-06-12,0.84
13132,537421,2018-06-12,4.95
13133,537421,2018-06-12,4.95
13134,537421,2018-06-12,1.25
13135,537421,2018-06-12,1.25
13136,537421,2018-06-12,3.3
13137,537421,2018-06-12,3.75
13138,537421,2018-06-12,8.85
13139,537421,2018-06-12,1.25
13140,537421,2018-06-12,4.25
13141,537421,2018-06-12,4.25
13142,537421,2018-06-12,5.0
13143,537421,2018-06-12,2.55
13144,537421,2018-06-12,0.85
13145,537421,2018-06-12,4.25
13146,537421,2018-06-12,10.2
13147,537421,2018-06-12,12.75
13148,537421,2018-06-12,3.75
13149,537421,2018-06-12,7.5
13150,537421,2018-06-12,7.5
13151,537421,2018-06-12,3.75
13152,537421,2018-06-12,5.9
13153,537421,2018-06-12,4.25
13154,537421,2018-06-12,5.9
13155,537421,2018-06-12,9.9
13156,537421,2018-06-12,4.2
13157,537421,2018-06-12,4.2
13158,537421,2018-06-12,4.2
13159,537421,2018-06-12,8.85
13160,537421,2018-06-12,4.2
13161,537421,2018-06-12,7.8
13162,537421,2018-06-12,7.5
13163,537421,2018-06-12,7.5
13164,537421,2018-06-12,3.4
13165,537421,2018-06-12,5.9
13166,537421,2018-06-12,12.75
13167,537421,2018-06-12,42.5
13168,537421,2018-06-12,13.52
13169,537421,2018-06-12,12.75
13170,537421,2018-06-12,3.75
13171,537421,2018-06-12,4.95
13172,537421,2018-06-12,1.95
13173,537421,2018-06-12,3.9
13174,537421,2018-06-12,9.9
13175,537422,2018-06-12,4.25
13176,537422,2018-06-12,4.2
13177,537422,2018-06-12,6.5
13178,537422,2018-06-12,0.85
13179,537422,2018-06-12,2.1
13180,537422,2018-06-12,2.5
13181,537422,2018-06-12,4.25
13182,537422,2018-06-12,30.0
13183,537422,2018-06-12,15.0
13184,537422,2018-06-12,15.0
13185,537422,2018-06-12,15.0
13186,537422,2018-06-12,10.2
13187,537422,2018-06-12,4.25
13188,537422,2018-06-12,3.25
13189,537422,2018-06-12,2.5
13190,537422,2018-06-12,2.9
13191,537422,2018-06-12,1.65
13192,537422,2018-06-12,3.75
13193,537422,2018-06-12,0.6
13194,537422,2018-06-12,6.35
13195,537422,2018-06-12,0.85
13196,537422,2018-06-12,0.85
13197,537422,2018-06-12,0.85
13198,537422,2018-06-12,3.9
13199,537422,2018-06-12,1.65
13200,537422,2018-06-12,1.65
13201,537422,2018-06-12,3.3
13202,537422,2018-06-12,19.8
13203,537422,2018-06-12,2.5
13204,537422,2018-06-12,4.25
13205,537422,2018-06-12,9.95
13206,537422,2018-06-12,12.5
13207,537422,2018-06-12,20.4
13208,537423,2018-06-12,20.4
13209,537423,2018-06-12,20.4
13210,537423,2018-06-12,20.4
13211,537423,2018-06-12,35.4
13212,537423,2018-06-12,35.4
13213,537423,2018-06-12,34.0
13214,537424,2018-06-12,17.7
13215,537424,2018-06-12,14.85
13216,537424,2018-06-12,60.0
13217,537425,2018-06-12,-0.0
13218,537426,2018-06-12,-0.0
13219,537427,2018-06-12,-0.0
13220,537428,2018-06-12,23.85
13221,537428,2018-06-12,15.9
13222,537428,2018-06-12,15.9
13223,537428,2018-06-12,15.9
13224,537428,2018-06-12,7.95
13225,537428,2018-06-12,7.95
13226,537428,2018-06-12,47.6
13227,537428,2018-06-12,15.6
13228,537428,2018-06-12,15.0
13229,537428,2018-06-12,15.0
13230,537428,2018-06-12,20.4
13231,537428,2018-06-12,35.4
13232,537428,2018-06-12,30.6
13233,537428,2018-06-12,66.6
13234,537428,2018-06-12,10.08
13235,537428,2018-06-12,10.2
13236,537428,2018-06-12,11.25
13237,537428,2018-06-12,5.04
13238,537428,2018-06-12,13.2
13239,537428,2018-06-12,12.6
13240,537428,2018-06-12,25.2
13241,537428,2018-06-12,29.7
13242,537429,2018-06-12,10.08
13243,537429,2018-06-12,0.84
13244,537429,2018-06-12,0.84
13245,537429,2018-06-12,0.84
13246,537429,2018-06-12,0.84
13247,537429,2018-06-12,3.36
13248,537429,2018-06-12,1.3
13249,537429,2018-06-12,10.5
13250,537429,2018-06-12,5.1
13251,537429,2018-06-12,3.4
13252,537429,2018-06-12,0.95
13253,537429,2018-06-12,12.5
13254,537429,2018-06-12,0.85
13255,537429,2018-06-12,0.84
13256,537429,2018-06-12,0.84
13257,537429,2018-06-12,0.42
13258,537429,2018-06-12,0.42
13259,537429,2018-06-12,2.5
13260,537429,2018-06-12,3.9
13261,537429,2018-06-12,10.2
13262,537429,2018-06-12,11.6
13263,537430,2018-06-12,0.0
13264,537432,2018-06-12,-0.0
13265,C537431,2018-06-12,-5.95
13266,537433,2018-06-12,204.0
13267,537433,2018-06-12,102.0
13268,537433,2018-06-12,13.52
13269,537433,2018-06-12,98.1
13270,537434,2018-06-12,14.43
13271,537434,2018-06-12,5.06
13272,537434,2018-06-12,4.21
13273,537434,2018-06-12,4.98
13274,537434,2018-06-12,16.84
13275,537434,2018-06-12,4.21
13276,537434,2018-06-12,2.55
13277,537434,2018-06-12,0.85
13278,537434,2018-06-12,4.21
13279,537434,2018-06-12,4.21
13280,537434,2018-06-12,2.51
13281,537434,2018-06-12,3.32
13282,537434,2018-06-12,10.04
13283,537434,2018-06-12,10.04
13284,537434,2018-06-12,2.51
13285,537434,2018-06-12,2.51
13286,537434,2018-06-12,12.55
13287,537434,2018-06-12,7.53
13288,537434,2018-06-12,5.12
13289,537434,2018-06-12,5.12
13290,537434,2018-06-12,8.96
13291,537434,2018-06-12,3.36
13292,537434,2018-06-12,12.63
13293,537434,2018-06-12,3.36
13294,537434,2018-06-12,17.57
13295,537434,2018-06-12,2.56
13296,537434,2018-06-12,3.84
13297,537434,2018-06-12,2.51
13298,537434,2018-06-12,2.51
13299,537434,2018-06-12,5.91
13300,537434,2018-06-12,2.51
13301,537434,2018-06-12,5.02
13302,537434,2018-06-12,1.66
13303,537434,2018-06-12,42.67
13304,537434,2018-06-12,5.91
13305,537434,2018-06-12,10.12
13306,537434,2018-06-12,13.57
13307,537434,2018-06-12,5.91
13308,537434,2018-06-12,5.02
13309,537434,2018-06-12,2.51
13310,537434,2018-06-12,4.21
13311,537434,2018-06-12,2.51
13312,537434,2018-06-12,7.53
13313,537434,2018-06-12,4.21
13314,537434,2018-06-12,3.36
13315,537434,2018-06-12,3.36
13316,537434,2018-06-12,8.42
13317,537434,2018-06-12,3.36
13318,537434,2018-06-12,4.21
13319,537434,2018-06-12,8.42
13320,537434,2018-06-12,12.63
13321,537434,2018-06-12,10.08
13322,537434,2018-06-12,3.36
13323,537434,2018-06-12,8.42
13324,537434,2018-06-12,13.44
13325,537434,2018-06-12,3.36
13326,537434,2018-06-12,2.98
13327,537434,2018-06-12,6.4
13328,537434,2018-06-12,21.23
13329,537434,2018-06-12,2.51
13330,537434,2018-06-12,5.02
13331,537434,2018-06-12,20.08
13332,537434,2018-06-12,1.66
13333,537434,2018-06-12,5.91
13334,537434,2018-06-12,5.91
13335,537434,2018-06-12,50.98
13336,537434,2018-06-12,15.24
13337,537434,2018-06-12,7.62
13338,537434,2018-06-12,5.91
13339,537434,2018-06-12,2.51
13340,537434,2018-06-12,1.66
13341,537434,2018-06-12,1.66
13342,537434,2018-06-12,25.26
13343,537434,2018-06-12,3.36
13344,537434,2018-06-12,10.08
13345,537434,2018-06-12,10.08
13346,537434,2018-06-12,25.49
13347,537434,2018-06-12,17.73
13348,537434,2018-06-12,10.04
13349,537434,2018-06-12,25.49
13350,537434,2018-06-12,11.02
13351,537434,2018-06-12,33.88
13352,537434,2018-06-12,5.06
13353,537434,2018-06-12,22.04
13354,537434,2018-06-12,6.72
13355,537434,2018-06-12,5.02
13356,537434,2018-06-12,8.42
13357,537434,2018-06-12,0.85
13358,537434,2018-06-12,4.25
13359,537434,2018-06-12,6.72
13360,537434,2018-06-12,2.51
13361,537434,2018-06-12,3.36
13362,537434,2018-06-12,7.62
13363,537434,2018-06-12,121.92
13364,537434,2018-06-12,47.28
13365,537434,2018-06-12,7.62
13366,537434,2018-06-12,22.04
13367,537434,2018-06-12,16.84
13368,537434,2018-06-12,16.94
13369,537434,2018-06-12,5.06
13370,537434,2018-06-12,0.85
13371,537434,2018-06-12,1.7
13372,537434,2018-06-12,0.85
13373,537434,2018-06-12,14.43
13374,537434,2018-06-12,16.94
13375,537434,2018-06-12,6.64
13376,537434,2018-06-12,5.06
13377,537434,2018-06-12,5.06
13378,537434,2018-06-12,5.06
13379,537434,2018-06-12,5.06
13380,537434,2018-06-12,8.47
13381,537434,2018-06-12,8.42
13382,537434,2018-06-12,6.64
13383,537434,2018-06-12,7.53
13384,537434,2018-06-12,12.55
13385,537434,2018-06-12,3.32
13386,537434,2018-06-12,5.91
13387,537434,2018-06-12,5.02
13388,537434,2018-06-12,1.66
13389,537434,2018-06-12,1.7
13390,537434,2018-06-12,4.98
13391,537434,2018-06-12,6.72
13392,537434,2018-06-12,5.06
13393,537434,2018-06-12,45.54
13394,537434,2018-06-12,8.3
13395,537434,2018-06-12,1.66
13396,537434,2018-06-12,1.66
13397,537434,2018-06-12,10.17
13398,537434,2018-06-12,13.44
13399,537434,2018-06-12,5.91
13400,537434,2018-06-12,11.82
13401,537434,2018-06-12,35.61
13402,537434,2018-06-12,11.87
13403,537434,2018-06-12,11.87
13404,537434,2018-06-12,2.51
13405,537434,2018-06-12,5.02
13406,537434,2018-06-12,2.51
13407,537434,2018-06-12,4.98
13408,537434,2018-06-12,11.62
13409,537434,2018-06-12,2.51
13410,537434,2018-06-12,8.6
13411,537434,2018-06-12,6.88
13412,537434,2018-06-12,6.88
13413,537434,2018-06-12,2.51
13414,537434,2018-06-12,10.17
13415,537434,2018-06-12,2.98
13416,537434,2018-06-12,10.04
13417,537434,2018-06-12,5.16
13418,537434,2018-06-12,13.44
13419,537434,2018-06-12,10.08
13420,537434,2018-06-12,4.21
13421,537434,2018-06-12,8.42
13422,537434,2018-06-12,2.51
13423,537434,2018-06-12,3.36
13424,537434,2018-06-12,26.88
13425,537434,2018-06-12,6.72
13426,537434,2018-06-12,3.36
13427,537434,2018-06-12,12.55
13428,537434,2018-06-12,11.82
13429,537434,2018-06-12,10.04
13430,537434,2018-06-12,12.55
13431,537434,2018-06-12,1.66
13432,537434,2018-06-12,3.32
13433,537434,2018-06-12,4.21
13434,537434,2018-06-12,13.57
13435,537434,2018-06-12,4.21
13436,537434,2018-06-12,8.42
13437,537434,2018-06-12,15.24
13438,537434,2018-06-12,15.06
13439,537434,2018-06-12,15.06
13440,537434,2018-06-12,2.55
13441,537434,2018-06-12,12.63
13442,537434,2018-06-12,5.91
13443,537434,2018-06-12,5.91
13444,537434,2018-06-12,16.8
13445,537434,2018-06-12,33.6
13446,537434,2018-06-12,5.91
13447,537434,2018-06-12,1.66
13448,537434,2018-06-12,1.66
13449,537434,2018-06-12,1.66
13450,537434,2018-06-12,2.51
13451,537434,2018-06-12,1.7
13452,537434,2018-06-12,1.28
13453,537434,2018-06-12,6.4
13454,537434,2018-06-12,0.85
13455,537434,2018-06-12,1.7
13456,537434,2018-06-12,3.4
13457,537434,2018-06-12,0.85
13458,537434,2018-06-12,1.7
13459,537434,2018-06-12,7.53
13460,537434,2018-06-12,17.57
13461,537434,2018-06-12,15.06
13462,537434,2018-06-12,0.85
13463,537434,2018-06-12,0.85
13464,537434,2018-06-12,1.7
13465,537434,2018-06-12,0.85
13466,537434,2018-06-12,2.55
13467,537434,2018-06-12,0.85
13468,537434,2018-06-12,4.3
13469,537434,2018-06-12,4.3
13470,537434,2018-06-12,3.36
13471,537434,2018-06-12,3.36
13472,537434,2018-06-12,10.08
13473,537434,2018-06-12,4.21
13474,537434,2018-06-12,3.36
13475,537434,2018-06-12,3.36
13476,537434,2018-06-12,17.73
13477,537434,2018-06-12,135.93
13478,537434,2018-06-12,2.51
13479,537434,2018-06-12,2.51
13480,537434,2018-06-12,2.51
13481,537434,2018-06-12,2.51
13482,537434,2018-06-12,2.51
13483,537434,2018-06-12,2.51
13484,537434,2018-06-12,25.1
13485,537434,2018-06-12,4.98
13486,537434,2018-06-12,7.62
13487,537434,2018-06-12,3.36
13488,537434,2018-06-12,22.86
13489,537434,2018-06-12,33.06
13490,537434,2018-06-12,44.08
13491,537434,2018-06-12,42.35
13492,537434,2018-06-12,11.82
13493,537434,2018-06-12,5.91
13494,537434,2018-06-12,8.47
13495,537434,2018-06-12,4.21
13496,537434,2018-06-12,21.05
13497,537434,2018-06-12,12.63
13498,537434,2018-06-12,6.72
13499,537434,2018-06-12,37.89
13500,537434,2018-06-12,16.84
13501,537434,2018-06-12,0.85
13502,537434,2018-06-12,16.2
13503,537434,2018-06-12,3.36
13504,537434,2018-06-12,22.04
13505,537434,2018-06-12,13.57
13506,537434,2018-06-12,16.98
13507,537434,2018-06-12,20.16
13508,537434,2018-06-12,11.82
13509,537434,2018-06-12,35.14
13510,537434,2018-06-12,17.73
13511,537434,2018-06-12,8.47
13512,537434,2018-06-12,16.94
13513,537434,2018-06-12,25.41
13514,537434,2018-06-12,7.53
13515,537434,2018-06-12,16.98
13516,537434,2018-06-12,3.36
13517,537434,2018-06-12,33.2
13518,537434,2018-06-12,13.44
13519,537434,2018-06-12,8.47
13520,537434,2018-06-12,4.21
13521,537434,2018-06-12,10.04
13522,537434,2018-06-12,4.98
13523,537434,2018-06-12,5.91
13524,537434,2018-06-12,4.21
13525,537434,2018-06-12,16.84
13526,537434,2018-06-12,1.66
13527,537434,2018-06-12,1.66
13528,537434,2018-06-12,6.64
13529,537434,2018-06-12,5.91
13530,537434,2018-06-12,5.91
13531,537434,2018-06-12,11.82
13532,537434,2018-06-12,4.21
13533,537434,2018-06-12,11.02
13534,537434,2018-06-12,3.36
13535,537434,2018-06-12,2.51
13536,537434,2018-06-12,8.47
13537,537434,2018-06-12,5.06
13538,537434,2018-06-12,3.36
13539,537434,2018-06-12,23.64
13540,537434,2018-06-12,5.91
13541,537434,2018-06-12,1.66
13542,537434,2018-06-12,17.73
13543,537434,2018-06-12,5.91
13544,537434,2018-06-12,3.36
13545,537434,2018-06-12,3.36
13546,537434,2018-06-12,1.28
13547,537434,2018-06-12,1.28
13548,537434,2018-06-12,11.62
13549,537434,2018-06-12,10.12
13550,537434,2018-06-12,5.06
13551,537434,2018-06-12,3.32
13552,537434,2018-06-12,3.32
13553,537434,2018-06-12,5.91
13554,537434,2018-06-12,17.73
13555,537434,2018-06-12,5.91
13556,537434,2018-06-12,14.43
13557,537434,2018-06-12,4.21
13558,537434,2018-06-12,8.47
13559,537434,2018-06-12,16.94
13560,537434,2018-06-12,4.21
13561,537434,2018-06-12,12.63
13562,537434,2018-06-12,8.42
13563,537434,2018-06-12,2.51
13564,537434,2018-06-12,5.91
13565,537434,2018-06-12,16.15
13566,537434,2018-06-12,0.85
13567,537434,2018-06-12,5.95
13568,537434,2018-06-12,3.84
13569,537434,2018-06-12,432.48
13570,537434,2018-06-12,25.49
13571,537434,2018-06-12,4.21
13572,537434,2018-06-12,4.21
13573,537434,2018-06-12,10.04
13574,537434,2018-06-12,5.91
13575,537434,2018-06-12,6.77
13576,537434,2018-06-12,10.17
13577,537434,2018-06-12,11.82
13578,537434,2018-06-12,75.78
13579,537434,2018-06-12,131.56
13580,537434,2018-06-12,67.2
13581,537434,2018-06-12,17.73
13582,537434,2018-06-12,11.02
13583,537434,2018-06-12,11.02
13584,537434,2018-06-12,22.04
13585,537434,2018-06-12,11.02
13586,537434,2018-06-12,33.06
13587,537434,2018-06-12,5.91
13588,537434,2018-06-12,20.38
13589,537434,2018-06-12,0.85
13590,537434,2018-06-12,6.72
13591,537434,2018-06-12,8.47
13592,537434,2018-06-12,21.23
13593,537434,2018-06-12,33.88
13594,537434,2018-06-12,15.24
13595,537434,2018-06-12,4.21
13596,537434,2018-06-12,4.21
13597,537434,2018-06-12,1.66
13598,537434,2018-06-12,2.51
13599,537434,2018-06-12,2.55
13600,537434,2018-06-12,0.85
13601,537434,2018-06-12,2.51
13602,537434,2018-06-12,6.72
13603,537434,2018-06-12,6.72
13604,537434,2018-06-12,3.36
13605,537434,2018-06-12,3.36
13606,537434,2018-06-12,6.72
13607,537434,2018-06-12,5.02
13608,537434,2018-06-12,7.53
13609,537434,2018-06-12,1.66
13610,537434,2018-06-12,3.32
13611,537434,2018-06-12,15.24
